


1,06/06/2022,25351.092486/2022-69,4261123/22-7,11721,Registro - Notificação do Processo da CADIFA
2,30/06/2022,25351.133697/2022-69,4364537/22-2,11721,Registro - Notificação do Processo da CADIFA
3,03/08/2022,25351.250982/2022-43,4503215/22-7,11721,Registro - Notificação do Processo da CADIFA
4,04/08/2022,25351.246651/2022-17,4504251/22-9,11721,Registro - Notificação do Processo da CADIFA
5,09/08/2022,25351.270401/2022-90,4528836/22-4,11721,Registro - Notificação do Processo da CADIFA
6,09/08/2022,25351.270401/2022-90,4528874/22-7,11721,Registro - Notificação do Processo da CADIFA
7,24/08/2022,25351.322461/2022-03,4601765/22-8,11721,Registro - Notificação do Processo da CADIFA
8,22/09/2022,25351.375227/2022-71,4728282/22-7,11721,Registro - Notificação do Processo da CADIFA
9,04/10/2022,25351.420059/2022-85,4779391/22-1,11721,Registro - Notificação do Processo da CADIFA
10,17/10/2022,25351.431705/2022-30,4829545/22-1,11721,Registro - Notificação do Processo da CADIFA
11,18/10/2022,25351.448971/2022-00,4836709/22-5,11721,Registro - Notificação do Processo da CADIFA
12,27/10/2022,25351.476758/2022-80,4877581/22-9,11721,Registro - Notificação do Processo da CADIFA
13,01/11/2022,25351.483103/2022-68,4893772/22-0,11721,Registro - Notificação do Processo da CADIFA
14,03/11/2022,25351.493048/2022-14,4900101/22-9,11721,Registro - Notificação do Processo da CADIFA
15,03/11/2022,25351.493048/2022-14,4900114/22-1,11721,Registro - Notificação do Processo da CADIFA
16,04/11/2022,25351.488462/2022-10,4906452/22-5,11721,Registro - Notificação do Processo da CADIFA
17,07/11/2022,25351.549180/2022-98,4912087/22-5,11721,Registro - Notificação do Processo da CADIFA
18,10/11/2022,25351.549187/2022-18,4929912/22-3,11721,Registro - Notificação do Processo da CADIFA
19,10/11/2022,25351.549183/2022-21,4929965/22-4,11721,Registro - Notificação do Processo da CADIFA
20,18/11/2022,25351.561624/2022-63,4957108/22-7,11721,Registro - Notificação do Processo da CADIFA
21,30/11/2022,25351.600505/2022-33,4996304/22-0,11721,Registro - Notificação do Processo da CADIFA
22,02/12/2022,25351.587929/2022-03,5007878/22-0,11721,Registro - Notificação do Processo da CADIFA
23,05/12/2022,25351.608011/2022-05,5016751/22-1,11721,Registro - Notificação do Processo da CADIFA
24,06/12/2022,25351.613360/2022-31,5018117/22-3,11721,Registro - Notificação do Processo da CADIFA
25,06/12/2022,25351.583287/2022-65,5019443/22-7,11721,Registro - Notificação do Processo da CADIFA
26,08/12/2022,25351.608009/2022-28,5026803/22-1,11721,Registro - Notificação do Processo da CADIFA
27,08/12/2022,25351.608010/2022-52,5027002/22-8,11721,Registro - Notificação do Processo da CADIFA
28,08/12/2022,25351.608010/2022-52,5027035/22-4,11721,Registro - Notificação do Processo da CADIFA
29,09/12/2022,25351.619280/2022-99,5037193/22-2,11721,Registro - Notificação do Processo da CADIFA
30,09/12/2022,25351.619280/2022-99,5037240/22-8,11721,Registro - Notificação do Processo da CADIFA
31,13/12/2022,25351.567280/2022-04,5045730/22-6,11721,Registro - Notificação do Processo da CADIFA
32,13/12/2022,25351.615158/2022-43,5046429/22-9,11721,Registro - Notificação do Processo da CADIFA
33,14/12/2022,25351.629847/2022-35,5051166/22-1,11721,Registro - Notificação do Processo da CADIFA
34,14/12/2022,25351.629847/2022-35,5051196/22-3,11721,Registro - Notificação do Processo da CADIFA
35,14/12/2022,25351.629846/2022-91,5051308/22-7,11721,Registro - Notificação do Processo da CADIFA
36,14/12/2022,25351.629846/2022-91,5051363/22-0,11721,Registro - Notificação do Processo da CADIFA
37,14/12/2022,25351.636066/2022-05,5051849/22-6,11721,Registro - Notificação do Processo da CADIFA
38,14/12/2022,25351.636066/2022-05,5051863/22-1,11721,Registro - Notificação do Processo da CADIFA
39,16/12/2022,25351.636052/2022-83,5063799/22-1,11721,Registro - Notificação do Processo da CADIFA
40,16/12/2022,25351.636052/2022-83,5063806/22-8,11721,Registro - Notificação do Processo da CADIFA
41,16/12/2022,25351.631719/2022-51,5064189/22-1,11721,Registro - Notificação do Processo da CADIFA
42,16/12/2022,25351.638396/2022-27,5064227/22-8,11721,Registro - Notificação do Processo da CADIFA
43,19/12/2022,25351.639567/2022-35,5067343/22-2,11721,Registro - Notificação do Processo da CADIFA
44,20/12/2022,25351.638404/2022-35,5071519/22-4,11721,Registro - Notificação do Processo da CADIFA
45,21/12/2022,25351.650365/2022-44,5076269/22-9,11721,Registro - Notificação do Processo da CADIFA
46,21/12/2022,25351.650365/2022-44,5076274/22-5,11721,Registro - Notificação do Processo da CADIFA
47,21/12/2022,25351.645183/2022-51,5078930/22-9,11721,Registro - Notificação do Processo da CADIFA
48,22/12/2022,25351.420004/2022-75,5088244/22-9,11721,Registro - Notificação do Processo da CADIFA
49,22/12/2022,25351.652666/2022-11,5088443/22-3,11721,Registro - Notificação do Processo da CADIFA
50,26/12/2022,25351.662886/2022-44,5096959/22-5,11721,Registro - Notificação do Processo da CADIFA
51,27/12/2022,25351.584777/2022-89,5099918/22-4,11721,Registro - Notificação do Processo da CADIFA
52,29/12/2022,25351.663952/2022-01,5107708/22-6,11721,Registro - Notificação do Processo da CADIFA
53,02/01/2023,25351.662874/2022-10,0000078/23-7,11721,Registro - Notificação do Processo da CADIFA
54,03/01/2023,25351.001435/2023-17,0004280/23-3,11721,Registro - Notificação do Processo da CADIFA
55,03/01/2023,25351.001432/2023-83,0005109/23-8,11721,Registro - Notificação do Processo da CADIFA
56,04/01/2023,25351.001427/2023-71,0008408/23-5,11721,Registro - Notificação do Processo da CADIFA
57,04/01/2023,25351.001427/2023-71,0008425/23-5,11721,Registro - Notificação do Processo da CADIFA
58,04/01/2023,25351.001436/2023-61,0008696/23-7,11721,Registro - Notificação do Processo da CADIFA
59,04/01/2023,25351.001436/2023-61,0008751/23-3,11721,Registro - Notificação do Processo da CADIFA
60,05/01/2023,25351.663919/2022-73,0013573/23-9,11721,Registro - Notificação do Processo da CADIFA
61,05/01/2023,25351.663919/2022-73,0013631/23-0,11721,Registro - Notificação do Processo da CADIFA
62,06/01/2023,25351.001385/2023-78,0016670/23-7,11721,Registro - Notificação do Processo da CADIFA
63,11/01/2023,25351.665133/2022-91,0029892/23-1,11721,Registro - Notificação do Processo da CADIFA
64,12/01/2023,25351.006816/2023-92,0035823/23-1,11721,Registro - Notificação do Processo da CADIFA
65,13/01/2023,25351.663958/2022-71,0038878/23-5,11721,Registro - Notificação do Processo da CADIFA
66,17/01/2023,25351.672001/2022-15,0051237/23-1,11721,Registro - Notificação do Processo da CADIFA
67,20/01/2023,25351.022371/2023-98,0065708/23-5,11721,Registro - Notificação do Processo da CADIFA
68,24/01/2023,25351.673265/2022-96,0074205/23-8,11721,Registro - Notificação do Processo da CADIFA
69,24/01/2023,25351.673260/2022-63,0074257/23-1,11721,Registro - Notificação do Processo da CADIFA
70,27/01/2023,25351.430071/2022-06,0083978/23-7,11721,Registro - Notificação do Processo da CADIFA
71,27/01/2023,25351.001473/2023-70,0085600/23-2,11721,Registro - Notificação do Processo da CADIFA
72,27/01/2023,25351.001471/2023-81,0086150/23-2,11721,Registro - Notificação do Processo da CADIFA
73,27/01/2023,25351.030772/2023-11,0086403/23-0,11721,Registro - Notificação do Processo da CADIFA
74,27/01/2023,25351.050529/2023-10,0086415/23-3,11721,Registro - Notificação do Processo da CADIFA
75,31/01/2023,25351.001471/2023-81,0094883/23-7,11721,Registro - Notificação do Processo da CADIFA
76,31/01/2023,25351.001473/2023-70,0094901/23-9,11721,Registro - Notificação do Processo da CADIFA
77,03/02/2023,25351.062038/2023-11,0115181/23-9,11721,Registro - Notificação do Processo da CADIFA
78,08/02/2023,25351.062355/2023-38,0129076/23-2,11721,Registro - Notificação do Processo da CADIFA
79,11/02/2023,25351.493069/2022-30,0143520/23-5,11721,Registro - Notificação do Processo da CADIFA
80,14/02/2023,25351.062353/2023-49,0151945/23-0,11721,Registro - Notificação do Processo da CADIFA
81,21/02/2023,25351.104001/2023-78,0175475/23-1,11721,Registro - Notificação do Processo da CADIFA
82,24/02/2023,25351.058999/2023-21,0187500/23-1,11721,Registro - Notificação do Processo da CADIFA
83,03/03/2023,25351.120027/2023-63,0215144/23-8,11721,Registro - Notificação do Processo da CADIFA
84,07/03/2023,25351.123747/2023-81,0227013/23-7,11721,Registro - Notificação do Processo da CADIFA
85,07/03/2023,25351.123747/2023-81,0227081/23-1,11721,Registro - Notificação do Processo da CADIFA
86,08/03/2023,25351.134036/2023-31,0233570/23-1,11721,Registro - Notificação do Processo da CADIFA
87,15/03/2023,25351.662874/2022-10,0258246/23-5,11721,Registro - Notificação do Processo da CADIFA
88,20/03/2023,25351.266222/2022-58,0276402/23-4,11721,Registro - Notificação do Processo da CADIFA
89,23/03/2023,25351.169687/2023-42,0293070/23-6,11721,Registro - Notificação do Processo da CADIFA
90,27/03/2023,25351.181604/2023-93,0303826/23-2,11721,Registro - Notificação do Processo da CADIFA
91,28/03/2023,25351.181574/2023-15,0310380/23-3,11721,Registro - Notificação do Processo da CADIFA
92,30/03/2023,25351.185898/2023-22,0319079/23-0,11721,Registro - Notificação do Processo da CADIFA
93,03/04/2023,25351.199241/2023-42,0330454/23-0,11721,Registro - Notificação do Processo da CADIFA
94,03/04/2023,25351.195237/2023-13,0334127/23-5,11721,Registro - Notificação do Processo da CADIFA
95,04/04/2023,25351.206163/2023-40,0338698/23-8,11721,Registro - Notificação do Processo da CADIFA
96,05/04/2023,25351.199280/2023-40,0344997/23-1,11721,Registro - Notificação do Processo da CADIFA
97,06/04/2023,25351.206159/2023-81,0348870/23-5,11721,Registro - Notificação do Processo da CADIFA
98,10/04/2023,25351.205074/2023-86,0355126/23-1,11721,Registro - Notificação do Processo da CADIFA
99,10/04/2023,25351.209857/2023-39,0356689/23-7,11721,Registro - Notificação do Processo da CADIFA
100,11/04/2023,25351.213874/2023-71,0361813/23-7,11721,Registro - Notificação do Processo da CADIFA
101,17/04/2023,25351.212774/2023-27,0383189/23-2,11721,Registro - Notificação do Processo da CADIFA
102,28/04/2023,25351.209818/2023-31,0430093/23-9,11721,Registro - Notificação do Processo da CADIFA
103,03/05/2023,25351.271772/2023-70,0440538/23-2,11721,Registro - Notificação do Processo da CADIFA
104,03/05/2023,25351.270153/2023-68,0441407/23-1,11721,Registro - Notificação do Processo da CADIFA
105,04/05/2023,25351.110461/2021-73,0444003/23-0,11721,Registro - Notificação do Processo da CADIFA
106,04/05/2023,25351.110461/2021-73,0444039/23-1,11721,Registro - Notificação do Processo da CADIFA
107,08/05/2023,25351.273295/2023-87,0459795/23-8,11721,Registro - Notificação do Processo da CADIFA
108,08/05/2023,25351.273295/2023-87,0459841/23-5,11721,Registro - Notificação do Processo da CADIFA
109,08/05/2023,25351.270189/2023-41,0460532/23-2,11721,Registro - Notificação do Processo da CADIFA
110,08/05/2023,25351.270189/2023-41,0460694/23-9,11721,Registro - Notificação do Processo da CADIFA
111,09/05/2023,25351.288692/2023-53,0466976/23-2,11721,Registro - Notificação do Processo da CADIFA
112,16/05/2023,25351.299645/2023-35,0496456/23-0,11721,Registro - Notificação do Processo da CADIFA
113,19/05/2023,25351.242680/2023-82,0511600/23-7,11721,Registro - Notificação do Processo da CADIFA
114,19/05/2023,25351.313396/2023-06,0511794/23-1,11721,Registro - Notificação do Processo da CADIFA
115,22/05/2023,25351.320474/2023-11,0517108/23-3,11721,Registro - Notificação do Processo da CADIFA
116,29/05/2023,25351.323832/2023-47,0543774/23-1,11721,Registro - Notificação do Processo da CADIFA
117,02/06/2023,25351.344443/2023-55,0566243/23-5,11721,Registro - Notificação do Processo da CADIFA
118,02/06/2023,25351.343766/2023-21,0566450/23-1,11721,Registro - Notificação do Processo da CADIFA
119,02/06/2023,25351.337984/2023-27,0567444/23-1,11721,Registro - Notificação do Processo da CADIFA
120,06/06/2023,25351.348328/2023-50,0576607/23-9,11721,Registro - Notificação do Processo da CADIFA
121,06/06/2023,25351.348328/2023-50,0577327/23-0,11721,Registro - Notificação do Processo da CADIFA
122,07/06/2023,25351.350431/2023-60,0581143/23-1,11721,Registro - Notificação do Processo da CADIFA
123,07/06/2023,25351.348352/2023-99,0583171/23-7,11721,Registro - Notificação do Processo da CADIFA
124,07/06/2023,25351.354957/2023-19,0583242/23-0,11721,Registro - Notificação do Processo da CADIFA
125,07/06/2023,25351.354961/2023-87,0583751/23-1,11721,Registro - Notificação do Processo da CADIFA
126,15/06/2023,25351.361115/2023-13,0610547/23-5,11721,Registro - Notificação do Processo da CADIFA
127,19/06/2023,25351.380272/2023-28,0620076/23-1,11721,Registro - Notificação do Processo da CADIFA
128,20/06/2023,25351.383488/2023-45,0625781/23-0,11721,Registro - Notificação do Processo da CADIFA
129,22/06/2023,25351.305611/2023-97,0636077/23-7,11721,Registro - Notificação do Processo da CADIFA
130,22/06/2023,25351.305611/2023-97,0637374/23-7,11721,Registro - Notificação do Processo da CADIFA
131,22/06/2023,25351.372759/2023-37,0638560/23-5,11721,Registro - Notificação do Processo da CADIFA
132,22/06/2023,25351.372759/2023-37,0638571/23-1,11721,Registro - Notificação do Processo da CADIFA
133,23/06/2023,25351.392198/2023-92,0646127/23-1,11721,Registro - Notificação do Processo da CADIFA
134,26/06/2023,25351.380372/2023-54,0651830/23-3,11721,Registro - Notificação do Processo da CADIFA
135,30/06/2023,25351.417059/2023-89,0675009/23-5,11721,Registro - Notificação do Processo da CADIFA
136,03/07/2023,25351.209857/2023-39,0679586/23-2,11721,Registro - Notificação do Processo da CADIFA
137,11/07/2023,25351.670756/2022-85,0713708/23-7,11721,Registro - Notificação do Processo da CADIFA
138,11/07/2023,25351.396431/2023-14,0713710/23-9,11721,Registro - Notificação do Processo da CADIFA
139,11/07/2023,25351.670756/2022-85,0713712/23-5,11721,Registro - Notificação do Processo da CADIFA
140,11/07/2023,25351.583287/2022-65,0713714/23-1,11721,Registro - Notificação do Processo da CADIFA
141,11/07/2023,25351.413714/2023-20,0713718/23-4,11721,Registro - Notificação do Processo da CADIFA
142,11/07/2023,25351.210929/2015-44,0713720/23-6,11721,Registro - Notificação do Processo da CADIFA
143,11/07/2023,25351.314343/2011-95,0713722/23-2,11721,Registro - Notificação do Processo da CADIFA
144,11/07/2023,25351.420285/2023-47,0713724/23-9,11721,Registro - Notificação do Processo da CADIFA
145,11/07/2023,25351.419112/2023-86,0713728/23-1,11721,Registro - Notificação do Processo da CADIFA
146,11/07/2023,25351.420301/2023-00,0713730/23-3,11721,Registro - Notificação do Processo da CADIFA
147,11/07/2023,25351.583287/2022-65,0713732/23-0,11721,Registro - Notificação do Processo da CADIFA
148,11/07/2023,25351.420322/2023-17,0713734/23-6,11721,Registro - Notificação do Processo da CADIFA
149,12/07/2023,25351.413714/2023-20,0718607/23-0,11721,Registro - Notificação do Processo da CADIFA
150,14/07/2023,25351.450802/2023-11,0728092/23-1,11721,Registro - Notificação do Processo da CADIFA
151,19/07/2023,25351.133715/2022-11,0745364/23-7,11721,Registro - Notificação do Processo da CADIFA
152,19/07/2023,25351.462393/2023-97,0748540/23-9,11721,Registro - Notificação do Processo da CADIFA
153,20/07/2023,25351.567280/2022-04,0753638/23-1,11721,Registro - Notificação do Processo da CADIFA
154,24/07/2023,25351.445738/2022-67,0767391/23-4,11721,Registro - Notificação do Processo da CADIFA
155,25/07/2023,25351.261692/2015-13,0772158/23-7,11721,Registro - Notificação do Processo da CADIFA
156,27/07/2023,25351.453391/2023-15,0779969/23-1,11721,Registro - Notificação do Processo da CADIFA
157,28/07/2023,25351.484118/2023-24,0786401/23-9,11721,Registro - Notificação do Processo da CADIFA
158,28/07/2023,25351.467865/2023-06,0788877/23-5,11721,Registro - Notificação do Processo da CADIFA
159,01/08/2023,25351.486521/2023-98,0800396/23-3,11721,Registro - Notificação do Processo da CADIFA
160,03/08/2023,25351.498837/2023-22,0809731/23-3,11721,Registro - Notificação do Processo da CADIFA
161,03/08/2023,25351.491373/2023-23,0812155/23-9,11721,Registro - Notificação do Processo da CADIFA
162,08/08/2023,25351.507828/2023-30,0828381/23-8,11721,Registro - Notificação do Processo da CADIFA
163,08/08/2023,25351.416746/2023-87,0828584/23-5,11721,Registro - Notificação do Processo da CADIFA
164,09/08/2023,25351.512724/2023-47,0833393/23-9,11721,Registro - Notificação do Processo da CADIFA
165,10/08/2023,25351.511404/2023-70,0838517/23-3,11721,Registro - Notificação do Processo da CADIFA
166,10/08/2023,25351.511410/2023-27,0839776/23-7,11721,Registro - Notificação do Processo da CADIFA
167,11/08/2023,25351.516117/2023-56,0842224/23-9,11721,Registro - Notificação do Processo da CADIFA
168,15/08/2023,25351.526689/2023-43,0857767/23-6,11721,Registro - Notificação do Processo da CADIFA
169,16/08/2023,25351.110461/2021-73,0862472/23-1,11721,Registro - Notificação do Processo da CADIFA
170,16/08/2023,25351.110461/2021-73,0862513/23-1,11721,Registro - Notificação do Processo da CADIFA
171,17/08/2023,25351.514739/2023-40,0867593/23-7,11721,Registro - Notificação do Processo da CADIFA
172,17/08/2023,25351.492659/2023-26,0867934/23-7,11721,Registro - Notificação do Processo da CADIFA
173,24/08/2023,25351.544720/2023-28,0892809/23-6,11721,Registro - Notificação do Processo da CADIFA
174,24/08/2023,25351.531129/2023-19,0893526/23-2,11721,Registro - Notificação do Processo da CADIFA
175,24/08/2023,25351.554241/2023-10,0897343/23-1,11721,Registro - Notificação do Processo da CADIFA
176,25/08/2023,25351.001447/2023-41,0900376/23-2,11721,Registro - Notificação do Processo da CADIFA
177,27/08/2023,25351.403301/2023-37,0904613/23-5,11721,Registro - Notificação do Processo da CADIFA
178,27/08/2023,25351.403301/2023-37,0904620/23-8,11721,Registro - Notificação do Processo da CADIFA
179,28/08/2023,25351.551409/2023-35,0908742/23-7,11721,Registro - Notificação do Processo da CADIFA
180,28/08/2023,25351.526564/2023-13,0909613/23-2,11721,Registro - Notificação do Processo da CADIFA
181,28/08/2023,25351.526564/2023-13,0909643/23-4,11721,Registro - Notificação do Processo da CADIFA
182,28/08/2023,25351.526564/2023-13,0909686/23-8,11721,Registro - Notificação do Processo da CADIFA
183,28/08/2023,25351.526564/2023-13,0909707/23-4,11721,Registro - Notificação do Processo da CADIFA
184,29/08/2023,25351.133715/2022-11,0912768/23-2,11721,Registro - Notificação do Processo da CADIFA
185,30/08/2023,25351.547877/2023-13,0924318/23-6,11721,Registro - Notificação do Processo da CADIFA
186,01/09/2023,25351.569852/2023-62,0931513/23-6,11721,Registro - Notificação do Processo da CADIFA
187,01/09/2023,25351.566178/2023-64,0935408/23-5,11721,Registro - Notificação do Processo da CADIFA
188,01/09/2023,25351.573268/2023-10,0935735/23-1,11721,Registro - Notificação do Processo da CADIFA
189,04/09/2023,25351.539129/2023-59,0937547/23-3,11721,Registro - Notificação do Processo da CADIFA
190,04/09/2023,25351.539129/2023-59,0937516/23-3,11721,Registro - Notificação do Processo da CADIFA
191,04/09/2023,25351.539129/2023-59,0937520/23-1,11721,Registro - Notificação do Processo da CADIFA
192,04/09/2023,25351.573274/2023-69,0939331/23-5,11721,Registro - Notificação do Processo da CADIFA
193,04/09/2023,25351.573270/2023-81,0941601/23-3,11721,Registro - Notificação do Processo da CADIFA
194,06/09/2023,25351.584070/2023-53,0948111/23-7,11721,Registro - Notificação do Processo da CADIFA
195,06/09/2023,25351.564380/2023-51,0948303/23-9,11721,Registro - Notificação do Processo da CADIFA
196,06/09/2023,25351.486519/2023-19,0950472/23-9,11721,Registro - Notificação do Processo da CADIFA
197,12/09/2023,25351.590570/2023-24,0964328/23-1,11721,Registro - Notificação do Processo da CADIFA
198,12/09/2023,25351.498867/2023-39,0964448/23-2,11721,Registro - Notificação do Processo da CADIFA
199,12/09/2023,25351.574780/2023-75,0968108/23-6,11721,Registro - Notificação do Processo da CADIFA
200,13/09/2023,25351.586551/2023-01,0969488/23-9,11721,Registro - Notificação do Processo da CADIFA
201,13/09/2023,25351.590561/2023-33,0972212/23-2,11721,Registro - Notificação do Processo da CADIFA
202,14/09/2023,25351.590559/2023-64,0974598/23-0,11721,Registro - Notificação do Processo da CADIFA
203,14/09/2023,25351.592166/2023-95,0974805/23-9,11721,Registro - Notificação do Processo da CADIFA
204,14/09/2023,25351.592166/2023-95,0976388/23-1,11721,Registro - Notificação do Processo da CADIFA
205,14/09/2023,25351.592166/2023-95,0976604/23-9,11721,Registro - Notificação do Processo da CADIFA
206,19/09/2023,25351.600061/2023-17,0994297/23-1,11721,Registro - Notificação do Processo da CADIFA
207,21/09/2023,25351.614373/2023-16,1004706/23-9,11721,Registro - Notificação do Processo da CADIFA
208,25/09/2023,25351.824215/2016-04,1014937/23-6,11721,Registro - Notificação do Processo da CADIFA
209,25/09/2023,25351.628958/2023-13,1018187/23-3,11721,Registro - Notificação do Processo da CADIFA
210,28/09/2023,25351.497428/2023-17,1034204/23-4,11721,Registro - Notificação do Processo da CADIFA
211,28/09/2023,25351.497429/2023-53,1034254/23-1,11721,Registro - Notificação do Processo da CADIFA
212,29/09/2023,25351.640850/2023-91,1040343/23-4,11721,Registro - Notificação do Processo da CADIFA
213,02/10/2023,25351.640959/2023-28,1043056/23-3,11721,Registro - Notificação do Processo da CADIFA
214,02/10/2023,25351.619899/2023-84,1045605/23-8,11721,Registro - Notificação do Processo da CADIFA
215,02/10/2023,25351.619899/2023-84,1045610/23-4,11721,Registro - Notificação do Processo da CADIFA
216,02/10/2023,25351.619899/2023-84,1045635/23-0,11721,Registro - Notificação do Processo da CADIFA
217,02/10/2023,25351.640844/2023-33,1046187/23-6,11721,Registro - Notificação do Processo da CADIFA
218,03/10/2023,25351.643271/2023-08,1048938/23-0,11721,Registro - Notificação do Processo da CADIFA
219,03/10/2023,25351.643271/2023-08,1050385/23-4,11721,Registro - Notificação do Processo da CADIFA
220,03/10/2023,25351.632364/2023-07,1052000/23-7,11721,Registro - Notificação do Processo da CADIFA
221,03/10/2023,25351.634575/2023-76,1052515/23-7,11721,Registro - Notificação do Processo da CADIFA
222,04/10/2023,25351.648454/2023-10,1054514/23-0,11721,Registro - Notificação do Processo da CADIFA
223,04/10/2023,25351.312248/2023-66,1056114/23-5,11721,Registro - Notificação do Processo da CADIFA
224,04/10/2023,25351.651822/2023-07,1056939/23-1,11721,Registro - Notificação do Processo da CADIFA
225,04/10/2023,25351.651802/2023-28,1057561/23-8,11721,Registro - Notificação do Processo da CADIFA
226,04/10/2023,25351.651802/2023-28,1057461/23-1,11721,Registro - Notificação do Processo da CADIFA
227,04/10/2023,25351.648414/2023-60,1057797/23-1,11721,Registro - Notificação do Processo da CADIFA
228,04/10/2023,25351.648414/2023-60,1057871/23-4,11721,Registro - Notificação do Processo da CADIFA
229,04/10/2023,25351.648422/2023-14,1058050/23-6,11721,Registro - Notificação do Processo da CADIFA
230,04/10/2023,25351.648422/2023-14,1058066/23-2,11721,Registro - Notificação do Processo da CADIFA
231,04/10/2023,25351.648403/2023-80,1058239/23-8,11721,Registro - Notificação do Processo da CADIFA
232,04/10/2023,25351.648403/2023-80,1058352/23-1,11721,Registro - Notificação do Processo da CADIFA
233,04/10/2023,25351.648420/2023-17,1058648/23-2,11721,Registro - Notificação do Processo da CADIFA
234,04/10/2023,25351.651820/2023-18,1058660/23-1,11721,Registro - Notificação do Processo da CADIFA
235,04/10/2023,25351.648420/2023-17,1058675/23-0,11721,Registro - Notificação do Processo da CADIFA
236,05/10/2023,25351.643238/2023-70,1060127/23-9,11721,Registro - Notificação do Processo da CADIFA
237,05/10/2023,25351.643250/2023-84,1061869/23-4,11721,Registro - Notificação do Processo da CADIFA
